relations__type,relations__sentence,relations__score,relations__arguments__text,relations__arguments__location__001,relations__arguments__location__002,relations__arguments__entities__type,relations__arguments__entities__text,relations__arguments__entities__disambiguation__subtype__-,language,keywords__text,keywords__sentiment__score,keywords__sentiment__label,keywords__relevance,keywords__emotion__sadness,keywords__emotion__joy,keywords__emotion__fear,keywords__emotion__disgust,keywords__emotion__anger,entities__type,entities__text,entities__sentiment__score,entities__sentiment__label,entities__relevance,entities__emotion__sadness,entities__emotion__joy,entities__emotion__fear,entities__emotion__disgust,entities__emotion__anger,entities__disambiguation__subtype__001,entities__disambiguation__subtype__002,entities__disambiguation__subtype__003,entities__disambiguation__subtype__004,entities__disambiguation__name,entities__disambiguation__dbpedia_resource,entities__count
affectedBy,"The next day, after a very rough night, to 11hle surgeon comes to see me take stock and tell me what will be my new life .... it asks you what was your Life before, and after he tells you that what will become now, .tout ending with you will not PARAPLÉGIQUE, .might n forget jamais.A 12:00 PM, a nurse who has just taken command what you will eat, while adding that for me for the moment it is straw that j was eat, I couldn't swallow normally, everything was wounded in the throat, with the length of the operation, and the tube that you put for l operation.æa last a month, before I Is a normal diet, j had a lot of weight, and looked extremely weakened, I am small in nature.","75,05%",you,1870,1873,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,tells,1864,1869,EventCommunication,tells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"Tried every day put me standing and see if my body was standing, and No, I'm arrière.c is only after 3 months that I found a balance, I wanted to stand up, but I m helping to walk with crutches, and j was very hurt right hip (following the transplant they Mount made during the operation, consolidate the third .refer vertebra fracturée.ce avoided too much rigidity in the coup (which is already existing with the other two crushed).","59,49%",they,2899,2903,Person,they,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mount,2904,2909,GeographicFeature,Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"Tried every day put me standing and see if my body was standing, and No, I'm arrière.c is only after 3 months that I found a balance, I wanted to stand up, but I m helping to walk with crutches, and j was very hurt right hip (following the transplant they Mount made during the operation, consolidate the third .refer vertebra fracturée.ce avoided too much rigidity in the coup (which is already existing with the other two crushed).","53,96%",they,2899,2903,Person,they,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,made,2910,2914,EventCommunication,made,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"I phoned, the day after the accident, saying that I had to do a radio at the wrist, announcing that it j was the result of the radio, he understood.","99,66%",I,0,1,Person,His,,en,new surgical intervention,"0,00%",neutral,"99,65%","10,17%","66,79%","9,12%","1,64%","3,48%",Person,j,"0,00%",neutral,"80,07%","21,15%","18,74%","3,92%","8,01%","16,09%",,,,,,,1
,,,phoned,2,8,EventCommunication,phoned,,,wrist,"-59,50%",negative,"87,56%","46,07%","7,24%","38,05%","7,25%","26,47%",,,,,,,,,,,,,,,,,
agentOf,"I l calls, and he asked what my disability it, I said that the wrist will be blocked, for the pain, my delandé for the work I did, if it n will be problem, I l have reassured by saying that for the lab, it n will be no problem, and when in 4 months I will be back, and after.","99,75%",I,553,554,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,said,555,559,EventCommunication,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"I l calls, and he asked what my disability it, I said that the wrist will be blocked, for the pain, my delandé for the work I did, if it n will be problem, I l have reassured by saying that for the lab, it n will be no problem, and when in 4 months I will be back, and after.","53,16%",I,662,663,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,saying,684,690,EventCommunication,saying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"The situation with my employer, n has not changed, indeed, for my work, I ressensaucune gene, because now, c is automated.","63,89%",my,856,858,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,859,867,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colleague,"Today, I feel good in my work, I thanked my colleague (pot, etc).","51,17%",my,1001,1003,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,colleague,1004,1013,Person,colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeOf,"I phoned, the day after the accident, saying that I had to do a radio at the wrist, announcing that it j was the result of the radio, he understood.","65,19%",the day after,10,23,Date,the day after,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,phoned,2,8,EventCommunication,phoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partOf,"I phoned, the day after the accident, saying that I had to do a radio at the wrist, announcing that it j was the result of the radio, he understood.","50,75%",saying,38,44,EventCommunication,saying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,phoned,2,8,EventCommunication,phoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeOf,"I phoned, the day after the accident, saying that I had to do a radio at the wrist, announcing that it j was the result of the radio, he understood.","32,47%",the day after,10,23,Date,the day after,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,accident,28,36,NaturalDisaster,accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parentOf,"As a result using j called again, my boss at the telephone, explaining that I had to do surgery.","21,10%",my,267,269,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,boss,270,274,Person,boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"His reaction was human telling me my soigner.Ensuite, arthrodese, l the extension work, I l calls again in him explaining, an extension, following a new surgical intervention.","86,13%",His,330,333,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,telling,353,360,EventCommunication,telling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"His reaction was human telling me my soigner.Ensuite, arthrodese, l the extension work, I l calls again in him explaining, an extension, following a new surgical intervention.","56,77%",me,361,363,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,telling,353,360,EventCommunication,telling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"His reaction was human telling me my soigner.Ensuite, arthrodese, l the extension work, I l calls again in him explaining, an extension, following a new surgical intervention.","94,30%",him,437,440,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,explaining,441,451,EventCommunication,explaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"I l calls, and he asked what my disability it, I said that the wrist will be blocked, for the pain, my delandé for the work I did, if it n will be problem, I l have reassured by saying that for the lab, it n will be no problem, and when in 4 months I will be back, and after.","99,48%",he,521,523,Person,His,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,asked,524,529,EventCommunication,asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","99,79%",you,9,12,Person,your,,en,employer,"-16,29%",negative,"94,71%","23,78%","46,85%","13,61%","11,74%","13,50%",JobTitle,official,"-44,71%",negative,"71,12%","23,92%","11,10%","14,14%","38,97%","9,69%",,,,,,,1
,,,said,13,17,EventCommunication,said,,,employment tempsAménagement workstation,"0,00%",neutral,"84,45%","11,72%","5,25%","5,94%","7,29%","9,17%",,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","87,24%",my,61,63,Person,your,,,e.g. ramp wheelchair,"0,00%",neutral,"82,22%","5,02%","36,41%","11,11%","4,63%","8,75%",,,,,,,,,,,,,,,,,
,,,state,64,69,GeopoliticalEntity,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","82,78%",your,205,209,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,210,218,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","73,69%",My,246,248,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,249,257,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","61,72%",your,754,758,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,759,767,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","81,16%",my,1034,1036,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,1037,1045,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","67,00%",your,1139,1143,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,1144,1152,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"-How did you said your health your employer?I wanted to hide my state of health but it seemed necessary to announce, he noticed that I had concerns of fatigue, that I had to take several arrêtsComment was your employer?","61,35%",your,1290,1294,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,1295,1303,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"My employer is human and he remained, it was embarrassed and surprised, did not know what too tell me-What adjustments or steps you had to ask?","61,45%",you,374,377,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ask,385,388,EventCommunication,ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"No, they have not really impact, the report human plays in my case, I have an employer who takes into account the welfare of its employees-What is the impact of your disability on your income?","71,05%",my,1376,1378,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,case,1379,1383,EventLegal,case,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employedBy,"No, they have not really impact, the report human plays in my case, I have an employer who takes into account the welfare of its employees-What is the impact of your disability on your income?","95,13%",employees,1446,1455,Person,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,its,1442,1445,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"*You remember your state of mind when the doctor announced the consequences of your illness?I have not achieved all of the future consequences that were created, so my reaction has been rather mixed.","99,56%",doctor,42,48,Person,doctor,,en,CHU ST Anne.,"0,00%",neutral,"93,11%",,,,,,Facility,CHU ST Anne.,"0,00%",neutral,"84,40%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,1
,,,announced,49,58,EventCommunication,announced,,,bipolar depression phase,"0,00%",neutral,"91,38%","90,50%","1,85%","10,97%","0,68%","1,79%",,,,,,,,,,,,,,,,,
clientOf,(thinking that it would pass) * How was your doctor?,"40,69%",your,327,331,Person,your,,,future consequences,"0,00%",neutral,"76,59%","8,98%","44,06%","17,76%","1,39%","1,77%",,,,,,,,,,,,,,,,,
,,,doctor,332,338,Person,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"My doctor supported me very correctly in my leader to a specialist hospital, because it was the skills for the final diagnostic and monitoring comprehensive.","23,97%",leader,422,428,Person,specialist hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,my,419,421,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"M'accompagné especially on the administrative plan (request RQTH / DCAs etc.) but medically speaking not because I was already supported in a specialized structure (advice) "" of medical visits or tests have you done (I am talking about diagnostic visits your state of health, not those of Social Security)?On how long these reviews they spread?I would say 5 a 6 consultations on 9 months (approximately) *Today you still pass reviews control or diagnostic?","87,37%",I,878,879,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,talking,883,890,EventCommunication,talking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"M'accompagné especially on the administrative plan (request RQTH / DCAs etc.) but medically speaking not because I was already supported in a specialized structure (advice) "" of medical visits or tests have you done (I am talking about diagnostic visits your state of health, not those of Social Security)?On how long these reviews they spread?I would say 5 a 6 consultations on 9 months (approximately) *Today you still pass reviews control or diagnostic?","82,47%",they,993,997,Person,they,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,say,1013,1016,EventCommunication,say,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employedBy,He receives just made against hospitalization and has a contact with the hospital in case of .the only needs opinion that was what thymo regulator should I take (lithium or lamyctal l).,"29,16%",He,1691,1693,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hospital,1764,1772,Organization,hospital,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,He receives just made against hospitalization and has a contact with the hospital in case of .the only needs opinion that was what thymo regulator should I take (lithium or lamyctal l).,"62,12%",hospital,1764,1772,Organization,hospital,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,regulator,1828,1837,Facility,regulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employedBy,And this differences was between the two psychiatrists at CHU ST Anne.,"73,41%",psychiatrists,1918,1931,Person,psychiatrists,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHU ST Anne,1935,1946,Organization,CHU ST Anne,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeOf,"In 2008 when the specialist told me that the blood tests was not good I was not well but j have said clearly that not I was not sick because that I had a life of chaotic young woman he was out of the question that I leave room for a disease when the diagnosis was not asked, j have continued my life as possible as if nothing!","67,54%",when,8,12,Date,2008,,en,chaotic young woman,"-72,38%",negative,"99,46%","64,64%","6,99%","30,19%","8,26%","17,26%",HealthCondition,lymphoma,"25,00%",positive,"90,46%","21,49%","28,19%","29,28%","2,70%","11,46%",DiseaseOrMedicalCondition,CauseOfDeath,RiskFactor,Disease,Lymphoma,http://dbpedia.org/resource/Lymphoma,1
,,,told,28,32,EventCommunication,told,,,al hospital stay,"0,00%",neutral,"94,45%","13,16%","46,59%","17,77%","15,83%","5,10%",,,,,,,,,,,,,,,,,
residesIn,It hangs I cry a little look on google lymphome=cancer I cry more beautiful as I continued to my mother who was not in the region and I such a good friend who tells me to come home!!,"81,35%",who,1262,1265,Person,friend,,,new general practitioner,"0,00%",neutral,"90,90%","24,41%","47,51%","9,32%","5,56%","7,63%",,,,,,,,,,,,,,,,,
,,,region,1281,1287,GeopoliticalEntity,region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,It hangs I cry a little look on google lymphome=cancer I cry more beautiful as I continued to my mother who was not in the region and I such a good friend who tells me to come home!!,"55,67%",home,1334,1338,Facility,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,region,1281,1287,GeopoliticalEntity,region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,It hangs I cry a little look on google lymphome=cancer I cry more beautiful as I continued to my mother who was not in the region and I such a good friend who tells me to come home!!,"98,80%",who,1313,1316,Person,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,tells,1317,1322,EventCommunication,tells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,It hangs I cry a little look on google lymphome=cancer I cry more beautiful as I continued to my mother who was not in the region and I such a good friend who tells me to come home!!,"73,78%",me,1323,1325,Person,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,tells,1317,1322,EventCommunication,tells,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residesIn,It hangs I cry a little look on google lymphome=cancer I cry more beautiful as I continued to my mother who was not in the region and I such a good friend who tells me to come home!!,"53,86%",me,1323,1325,Person,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,home,1334,1338,Facility,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"In 2008 when the specialist told me that the blood tests was not good I was not well but j have said clearly that not I was not sick because that I had a life of chaotic young woman he was out of the question that I leave room for a disease when the diagnosis was not asked, j have continued my life as possible as if nothing!","94,48%",specialist,17,27,Person,specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,28,32,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"In 2008 when the specialist told me that the blood tests was not good I was not well but j have said clearly that not I was not sick because that I had a life of chaotic young woman he was out of the question that I leave room for a disease when the diagnosis was not asked, j have continued my life as possible as if nothing!","86,49%",me,33,35,Person,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,28,32,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeOf,"Since late 2014 at the outbreak of the disease against j I was devastated, total exhaustion, depressed, dégoûté!","61,55%",2014,588,592,Date,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,outbreak,600,608,NaturalDisaster,outbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"After the al hospital stay following the reviews .. A Friday night to 7:30 PM the phone rings, the specialist who wanted to know how I felt and then told me that he had the results of the biopsy and as the vacancy he prefers me such good ok it tells me that I have a lymphoma non-hodjkinien my mind knows this word but I do not hit the specialist told me that there is nothing serious because the lymph nodes are small and that in the gougerot C a lymphoma who sleeps!","96,69%",I,822,823,Person,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,838,842,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"After the al hospital stay following the reviews .. A Friday night to 7:30 PM the phone rings, the specialist who wanted to know how I felt and then told me that he had the results of the biopsy and as the vacancy he prefers me such good ok it tells me that I have a lymphoma non-hodjkinien my mind knows this word but I do not hit the specialist told me that there is nothing serious because the lymph nodes are small and that in the gougerot C a lymphoma who sleeps!","92,71%",me,843,845,Person,specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,838,842,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"After the al hospital stay following the reviews .. A Friday night to 7:30 PM the phone rings, the specialist who wanted to know how I felt and then told me that he had the results of the biopsy and as the vacancy he prefers me such good ok it tells me that I have a lymphoma non-hodjkinien my mind knows this word but I do not hit the specialist told me that there is nothing serious because the lymph nodes are small and that in the gougerot C a lymphoma who sleeps!","79,80%",specialist,1025,1035,Person,specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
